flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
150;49;1;17;1;15;12;7;9;192;1008;0;7075
150;49;17;15;1;15;96;20;9;254;1337;0;7075
165;49;10;13;10;13;5;15;2;237;1246;0;2592
172;49;13;9;13;10;14;8;2;256;1347;0;2592
172;49;9;10;13;10;88;11;2;90;474;80;2592
170;49;4;5;4;5;20;17;6;244;1285;0;7940
174;49;5;20;5;4;18;1;6;291;1530;0;7940
174;49;20;4;5;4;87;5;6;169;888;0;7940
180;49;2;15;2;19;14;14;18;178;938;0;9717
180;49;15;19;2;19;75;18;18;81;424;0;9717
169;49;14;11;14;11;8;14;20;281;1480;0;5126
173;49;11;13;11;14;19;9;20;108;566;0;5126
173;49;13;14;11;14;85;8;20;193;1018;0;5126
178;49;7;19;7;11;25;15;4;348;1830;0;8649
178;49;19;11;7;11;76;13;4;133;698;27;8649
18;50;19;8;19;12;2;6;6;75;397;0;1286
18;50;8;12;19;12;84;1;6;5;26;24;1286
26;50;12;17;12;19;4;8;6;36;191;0;1286
26;50;17;19;12;19;91;19;6;76;402;66;1286
13;50;2;19;2;19;12;1;11;44;233;0;3286
23;50;19;4;19;2;6;14;11;12;65;0;3286
23;50;4;2;19;2;82;16;11;312;1643;0;3286
28;50;2;11;2;11;16;15;9;335;1764;0;2920
38;50;11;16;11;2;24;6;9;222;1171;0;2920
38;50;16;2;11;2;76;1;9;340;1791;0;2920
34;50;9;14;9;14;4;14;1;179;941;97;5417
40;50;14;6;14;9;8;11;1;202;1063;0;5417
40;50;6;9;14;9;88;20;1;20;103;0;5417
42;50;12;16;12;16;11;3;19;304;1602;0;9741
46;50;16;9;16;12;12;10;19;67;352;0;9741
46;50;9;12;16;12;93;12;19;75;396;66;9741
56;50;5;13;5;13;9;20;5;280;1473;0;4097
65;50;13;9;13;5;2;10;5;292;1539;0;4097
65;50;9;5;13;5;91;5;5;172;907;0;4097
55;50;12;9;12;10;1;8;12;171;898;0;9528
55;50;9;10;12;10;79;5;12;103;543;0;9528
58;50;10;12;10;12;18;13;12;235;1236;0;9528
73;50;20;2;20;1;18;17;8;335;1765;0;6238
73;50;2;1;20;1;99;9;8;378;1988;71;6238
78;50;1;4;1;20;10;10;8;374;1968;0;6238
78;50;4;20;1;20;83;4;8;82;434;0;6238
82;50;15;13;15;6;18;2;14;29;151;0;1764
82;50;13;6;15;6;92;1;14;35;185;0;1764
89;50;6;17;6;15;25;7;14;147;772;0;1764
89;50;17;15;6;15;93;14;14;212;1118;74;1764
82;50;2;4;2;4;9;3;8;53;277;0;298
89;50;4;2;4;2;19;20;8;374;1967;92;298
77;50;19;18;19;4;17;7;15;281;1478;0;9199
77;50;18;4;19;4;80;8;15;134;707;0;9199
82;50;4;19;4;19;17;3;15;134;703;0;9199
86;50;16;4;16;4;20;1;17;187;983;0;6683
96;50;4;16;4;16;9;11;17;134;703;0;6683
93;50;19;7;19;12;21;7;2;172;907;0;7239
93;50;7;12;19;12;82;6;2;46;240;59;7239
100;50;12;19;12;19;1;9;2;210;1103;0;7239
98;50;4;14;4;14;18;18;3;94;497;0;2206
105;50;14;20;14;4;17;3;3;363;1911;0;2206
105;50;20;4;14;4;93;19;3;367;1933;0;2206
100;50;19;14;19;14;10;8;14;6;32;0;3446
101;50;14;17;14;19;19;19;14;150;791;0;3446
101;50;17;19;14;19;90;17;14;193;1015;0;3446
121;50;2;8;2;8;4;18;7;346;1819;0;526
125;50;8;16;8;2;6;4;7;58;303;0;526
125;50;16;2;8;2;87;16;7;219;1151;0;526
137;50;4;18;4;18;18;4;14;313;1648;0;4871
145;50;18;4;18;4;11;12;14;160;840;0;4871
149;50;5;20;5;20;10;8;4;215;1130;0;5390
150;50;20;5;20;5;17;1;4;114;601;0;5390
143;50;16;2;16;2;1;15;17;155;815;0;3522
146;50;2;5;2;16;11;20;17;10;53;0;3522
146;50;5;16;2;16;95;12;17;303;1595;0;3522
140;50;20;13;20;13;15;2;13;63;330;0;4674
143;50;13;1;13;20;6;7;13;208;1095;0;4674
143;50;1;20;13;20;79;13;13;229;1204;79;4674
152;50;2;16;2;16;17;10;4;145;764;0;6083
161;50;16;20;16;2;17;9;4;96;507;0;6083
161;50;20;2;16;2;76;2;4;19;101;0;6083
158;50;5;10;5;17;8;17;4;28;146;0;5394
158;50;10;17;5;17;89;10;4;321;1687;0;5394
161;50;17;6;17;5;3;15;4;242;1275;0;5394
161;50;6;5;17;5;95;16;4;377;1982;0;5394
182;50;1;3;1;3;8;12;17;362;1906;0;8435
19;51;19;14;19;14;16;12;6;8;44;0;271
29;51;14;8;14;19;2;1;6;309;1627;0;271
29;51;8;19;14;19;78;12;6;42;221;0;271
30;51;20;10;20;5;8;10;5;356;1872;0;376
30;51;10;5;20;5;88;12;5;270;1421;0;376
34;51;5;19;5;20;13;20;5;121;639;0;376
34;51;19;20;5;20;94;20;5;374;1966;0;376
31;51;12;7;12;7;12;20;19;257;1350;0;2147
34;51;7;3;7;12;12;2;19;197;1039;0;2147
34;51;3;12;7;12;87;5;19;109;576;0;2147
49;51;4;18;4;18;17;1;4;174;918;0;626
56;51;18;8;18;4;3;19;4;263;1382;0;626
56;51;8;4;18;4;99;16;4;116;609;0;626
31;51;12;17;12;1;21;15;6;62;325;0;6148
31;51;17;1;12;1;92;8;6;192;1009;0;6148
33;51;1;4;1;12;14;13;6;354;1863;0;6148
33;51;4;12;1;12;83;3;6;193;1018;0;6148
50;51;15;6;15;6;4;19;4;168;884;17;2962
53;51;6;15;6;15;17;14;4;342;1802;0;2962
67;51;3;17;3;1;5;12;15;19;99;0;3630
67;51;17;1;3;1;91;9;15;350;1844;0;3630
68;51;1;13;1;3;1;19;15;219;1155;0;3630
68;51;13;3;1;3;92;6;15;1;6;0;3630
61;51;9;1;9;1;8;14;20;151;797;0;1962
69;51;1;15;1;9;15;16;20;234;1230;0;1962
69;51;15;9;1;9;85;16;20;84;442;0;1962
76;51;1;20;1;20;20;18;14;13;69;0;232
86;51;20;18;20;1;22;4;14;312;1643;0;232
86;51;18;1;20;1;80;19;14;372;1959;0;232
79;51;5;15;5;6;17;19;5;270;1422;0;2546
79;51;15;6;5;6;97;15;5;375;1973;0;2546
82;51;6;19;6;5;24;6;5;100;524;0;2546
82;51;19;5;6;5;95;7;5;157;827;0;2546
89;51;10;4;10;4;3;11;13;187;983;0;9624
96;51;4;11;4;10;12;1;13;354;1861;0;9624
96;51;11;10;4;10;97;19;13;227;1197;0;9624
87;51;20;16;20;16;15;5;3;348;1831;0;5925
95;51;16;20;16;20;14;2;3;189;994;0;5925
89;51;16;11;16;19;20;5;17;127;666;0;9294
89;51;11;19;16;19;75;17;17;269;1415;0;9294
98;51;19;16;19;16;20;15;17;116;613;0;9294
120;51;7;5;7;18;2;15;9;96;505;0;5218
120;51;5;18;7;18;92;17;9;354;1863;0;5218
125;51;18;5;18;7;9;16;9;8;42;0;5218
125;51;5;7;18;7;94;17;9;239;1257;0;5218
112;51;18;4;18;4;16;11;9;139;731;0;3132
119;51;4;19;4;18;1;6;9;5;28;0;3132
119;51;19;18;4;18;95;10;9;124;652;0;3132
118;51;5;10;5;10;12;8;19;10;51;0;3868
124;51;10;11;10;5;11;11;19;239;1256;0;3868
124;51;11;5;10;5;79;1;19;79;417;0;3868
124;51;6;7;6;7;3;10;6;254;1335;58;2305
126;51;7;10;7;6;22;11;6;195;1027;0;2305
126;51;10;6;7;6;78;19;6;52;272;0;2305
143;51;14;16;14;19;4;20;6;372;1957;0;5046
143;51;16;19;14;19;89;6;6;364;1917;0;5046
151;51;19;1;19;14;16;12;6;326;1715;0;5046
151;51;1;14;19;14;85;14;6;276;1453;0;5046
147;51;11;16;11;14;6;7;9;124;654;0;4173
147;51;16;14;11;14;97;2;9;245;1287;0;4173
153;51;14;19;14;11;21;3;9;184;967;0;4173
153;51;19;11;14;11;78;15;9;116;612;0;4173
156;51;9;4;9;15;21;15;6;37;195;0;4608
156;51;4;15;9;15;96;13;6;55;292;0;4608
160;51;15;18;15;9;5;15;6;203;1066;0;4608
160;51;18;9;15;9;79;3;6;257;1355;0;4608
150;51;11;13;11;3;18;7;15;327;1720;0;6499
150;51;13;3;11;3;84;16;15;159;837;30;6499
159;51;3;8;3;11;24;7;15;67;355;0;6499
159;51;8;11;3;11;89;7;15;206;1084;0;6499
171;51;3;6;3;6;11;10;9;317;1667;0;6097
174;51;6;3;6;3;17;16;9;60;317;0;6097
175;51;7;14;7;14;15;19;8;355;1871;0;3598
181;51;14;8;14;7;8;8;8;229;1203;29;3598
181;51;8;7;14;7;95;7;8;19;100;0;3598
5;52;3;6;3;6;1;7;3;368;1939;0;6423
10;52;6;9;6;3;14;20;3;7;38;0;6423
10;52;9;3;6;3;92;17;3;373;1961;48;6423
26;52;16;2;16;2;14;15;16;96;503;0;7860
31;52;2;16;2;16;13;10;16;12;64;0;7860
44;52;20;19;20;12;11;9;2;351;1848;0;5654
44;52;19;12;20;12;76;7;2;140;737;3;5654
47;52;12;11;12;20;10;10;2;262;1377;0;5654
47;52;11;20;12;20;81;16;2;263;1383;0;5654
25;52;17;18;17;18;6;11;12;218;1146;0;4417
34;52;18;20;18;17;11;11;12;147;774;0;4417
34;52;20;17;18;17;75;20;12;336;1767;0;4417
38;52;3;7;3;7;8;1;17;86;452;0;2785
46;52;7;10;7;3;7;7;17;345;1817;0;2785
46;52;10;3;7;3;98;12;17;308;1622;0;2785
39;52;4;5;4;5;18;20;10;202;1065;0;6085
47;52;5;4;5;4;5;20;10;344;1811;0;6085
60;52;6;13;6;13;4;5;2;359;1892;0;3639
70;52;13;4;13;6;13;11;2;134;705;0;3639
70;52;4;6;13;6;88;3;2;374;1967;0;3639
66;52;15;13;15;18;9;18;20;10;55;0;7022
66;52;13;18;15;18;84;19;20;45;236;0;7022
76;52;18;15;18;15;15;12;20;361;1900;0;7022
87;52;6;13;6;13;6;13;13;184;968;0;3878
95;52;13;6;13;6;15;9;13;193;1016;0;3878
73;52;14;5;14;5;7;2;13;240;1264;0;7146
77;52;5;14;5;14;5;9;13;9;46;0;7146
100;52;12;8;12;8;6;16;19;161;849;80;1353
105;52;8;12;8;12;4;11;19;108;571;0;1353
90;52;3;17;3;19;16;15;9;142;746;0;8656
90;52;17;19;3;19;87;20;9;147;776;0;8656
96;52;19;3;19;3;7;17;9;263;1385;32;8656
107;52;16;7;16;7;18;12;3;245;1289;0;9719
110;52;7;16;7;16;15;20;3;288;1516;0;9719
118;52;11;1;11;15;8;4;8;0;1;0;1031
118;52;1;15;11;15;82;3;8;49;256;0;1031
124;52;15;11;15;11;5;11;8;235;1236;0;1031
111;52;7;17;7;17;6;12;1;60;317;0;2777
118;52;17;16;17;7;2;8;1;207;1087;0;2777
118;52;16;7;17;7;88;8;1;219;1152;0;2777
117;52;5;19;5;7;18;9;19;230;1213;0;6972
117;52;19;7;5;7;90;20;19;376;1981;0;6972
120;52;7;11;7;5;2;8;19;21;108;0;6972
120;52;11;5;7;5;81;5;19;217;1142;0;6972
143;52;17;10;17;11;12;14;7;224;1180;0;4234
143;52;10;11;17;11;75;9;7;154;812;0;4234
145;52;11;2;11;17;9;7;7;253;1330;0;4234
145;52;2;17;11;17;79;5;7;34;178;0;4234
138;52;14;15;14;15;10;17;13;160;843;0;628
146;52;15;2;15;14;20;15;13;72;380;0;628
146;52;2;14;15;14;92;14;13;215;1131;0;628
131;52;19;12;19;12;6;9;2;147;775;0;5026
137;52;12;2;12;19;7;17;2;332;1747;0;5026
137;52;2;19;12;19;85;18;2;368;1938;0;5026
137;52;9;6;9;19;3;10;10;97;513;0;1371
137;52;6;19;9;19;92;8;10;85;446;0;1371
140;52;19;3;19;9;8;13;10;44;230;0;1371
140;52;3;9;19;9;98;15;10;169;887;0;1371
169;52;12;19;12;6;22;9;2;98;514;0;9296
169;52;19;6;12;6;82;19;2;262;1381;0;9296
174;52;6;12;6;12;19;7;2;246;1295;0;9296
149;52;17;1;17;1;18;1;11;297;1563;99;2579
152;52;1;17;1;17;2;3;11;372;1959;0;2579
169;52;1;4;1;20;7;3;7;57;302;0;8841
169;52;4;20;1;20;91;12;7;120;632;0;8841
176;52;20;10;20;1;5;20;7;218;1149;0;8841
176;52;10;1;20;1;75;1;7;223;1176;0;8841
174;52;1;11;1;18;2;19;3;274;1444;0;3671
174;52;11;18;1;18;89;20;3;31;162;0;3671
175;52;18;12;18;1;25;20;3;230;1209;0;3671
175;52;12;1;18;1;97;7;3;138;727;0;3671
183;52;7;16;7;16;16;12;7;89;467;0;5407
13;53;11;4;11;18;24;18;9;351;1845;0;7487
13;53;4;18;11;18;99;1;9;349;1836;0;7487
14;53;18;5;18;11;15;10;9;225;1182;0;7487
14;53;5;11;18;11;99;14;9;187;985;0;7487
16;53;20;9;20;9;11;18;2;30;160;0;7102
20;53;9;8;9;20;18;5;2;135;713;0;7102
20;53;8;20;9;20;80;9;2;342;1801;0;7102
41;53;15;20;15;20;6;11;1;334;1756;0;8281
51;53;20;1;20;15;8;11;1;180;948;0;8281
51;53;1;15;20;15;75;19;1;109;574;0;8281
51;53;3;5;3;5;2;10;7;179;943;0;7206
60;53;5;3;5;3;19;18;7;173;908;0;7206
30;53;15;11;15;11;10;11;20;355;1868;0;4675
38;53;11;15;11;15;17;4;20;332;1746;0;4675
52;53;3;6;3;20;7;1;20;241;1267;0;531
52;53;6;20;3;20;96;5;20;374;1971;0;531
54;53;20;3;20;3;11;2;20;161;846;0;531
48;53;1;11;1;12;3;16;12;133;702;0;6119
48;53;11;12;1;12;99;20;12;127;669;0;6119
51;53;12;1;12;1;11;4;12;169;887;0;6119
70;53;12;13;12;19;6;11;5;31;161;0;2058
70;53;13;19;12;19;78;9;5;295;1555;71;2058
76;53;19;15;19;12;11;16;5;182;960;0;2058
76;53;15;12;19;12;79;6;5;53;277;4;2058
68;53;8;10;8;19;1;18;17;317;1671;39;1685
68;53;10;19;8;19;99;13;17;292;1538;0;1685
72;53;19;20;19;8;20;9;17;377;1984;0;1685
72;53;20;8;19;8;86;5;17;263;1386;0;1685
87;53;6;1;6;1;3;5;2;362;1904;0;958
93;53;1;8;1;6;22;4;2;184;967;0;958
93;53;8;6;1;6;89;17;2;222;1169;0;958
73;53;6;10;6;2;20;20;12;173;911;0;711
73;53;10;2;6;2;79;4;12;292;1538;94;711
76;53;2;6;2;6;15;9;12;41;214;81;711
93;53;16;18;16;18;4;18;17;42;222;0;6839
101;53;18;7;18;16;19;2;17;95;500;0;6839
101;53;7;16;18;16;86;7;17;59;312;0;6839
114;53;18;2;18;9;16;4;4;327;1722;0;2933
114;53;2;9;18;9;96;19;4;358;1882;0;2933
118;53;9;8;9;18;22;12;4;127;668;0;2933
118;53;8;18;9;18;93;11;4;322;1695;0;2933
103;53;18;4;18;10;23;14;1;80;419;0;1322
103;53;4;10;18;10;92;10;1;170;894;98;1322
105;53;10;18;10;18;6;14;1;122;643;0;1322
119;53;9;18;9;15;2;19;2;375;1975;0;6416
119;53;18;15;9;15;89;14;2;176;924;0;6416
125;53;15;9;15;9;12;20;2;207;1089;0;6416
135;53;11;14;11;6;11;16;9;164;864;0;7521
135;53;14;6;11;6;97;9;9;219;1150;0;7521
140;53;6;11;6;11;12;17;9;149;784;50;7521
133;53;7;9;7;9;7;4;5;34;177;35;1085
139;53;9;7;9;7;2;18;5;312;1644;0;1085
138;53;9;2;9;2;15;6;12;322;1696;0;9455
147;53;2;9;2;9;10;1;12;371;1952;0;9455
140;53;7;1;7;1;16;12;5;80;420;0;968
149;53;1;10;1;7;16;3;5;370;1948;0;968
149;53;10;7;1;7;95;4;5;333;1754;0;968
154;53;9;16;9;17;17;12;12;39;204;0;3427
154;53;16;17;9;17;91;1;12;360;1894;0;3427
156;53;17;9;17;9;9;10;12;206;1085;0;3427
159;53;5;10;5;18;15;14;12;52;272;0;9281
159;53;10;18;5;18;88;14;12;119;626;0;9281
164;53;18;19;18;5;17;20;12;243;1278;0;9281
164;53;19;5;18;5;89;3;12;54;286;0;9281
173;53;6;20;6;20;16;1;15;305;1605;0;1376
182;53;20;8;20;6;7;8;15;307;1618;0;1376
182;53;8;6;20;6;97;13;15;379;1994;0;1376
163;53;1;17;1;9;4;19;19;199;1046;0;4920
163;53;17;9;1;9;82;6;19;202;1064;0;4920
166;53;9;1;9;1;14;11;19;283;1487;0;4920
178;53;3;6;3;14;23;1;11;113;593;76;6122
178;53;6;14;3;14;99;7;11;46;240;0;6122
179;53;14;6;14;3;12;2;11;231;1215;0;6122
179;53;6;3;14;3;91;17;11;17;90;0;6122
24;54;9;8;9;6;16;15;19;18;94;80;9012
24;54;8;6;9;6;92;1;19;208;1097;0;9012
25;54;6;9;6;9;6;12;19;102;535;0;9012
11;54;15;3;15;3;17;5;10;86;453;0;7326
13;54;3;15;3;15;9;6;10;248;1307;0;7326
28;54;8;18;8;13;8;19;15;81;425;0;3466
28;54;18;13;8;13;92;18;15;140;737;0;3466
33;54;13;11;13;8;17;11;15;5;27;79;3466
33;54;11;8;13;8;96;1;15;110;578;0;3466
40;54;18;10;18;10;1;18;20;204;1076;0;3498
41;54;10;18;10;18;5;12;20;147;775;0;3498
43;54;17;14;17;14;18;15;4;20;106;0;2990
51;54;14;10;14;17;3;7;4;310;1632;9;2990
51;54;10;17;14;17;79;18;4;60;315;0;2990
61;54;5;7;5;12;25;10;20;313;1646;0;5568
61;54;7;12;5;12;94;3;20;159;838;69;5568
62;54;12;13;12;5;9;9;20;168;883;0;5568
62;54;13;5;12;5;93;12;20;354;1864;0;5568
54;54;10;7;10;11;10;14;14;251;1320;0;2824
54;54;7;11;10;11;95;2;14;310;1632;0;2824
60;54;11;10;11;10;8;15;14;293;1542;0;2824
51;54;9;14;9;11;17;2;19;112;591;0;8287
51;54;14;11;9;11;93;7;19;214;1127;0;8287
55;54;11;15;11;9;17;5;19;238;1250;0;8287
55;54;15;9;11;9;86;4;19;196;1034;0;8287
70;54;16;11;16;20;9;4;16;73;385;0;8008
70;54;11;20;16;20;88;2;16;0;1;0;8008
77;54;20;12;20;16;17;19;16;285;1498;0;8008
77;54;12;16;20;16;97;8;16;340;1788;0;8008
75;54;3;6;3;6;8;6;16;89;467;0;4458
84;54;6;4;6;3;23;5;16;39;205;0;4458
84;54;4;3;6;3;85;9;16;318;1674;0;4458
82;54;18;8;18;15;25;7;12;285;1499;0;3842
82;54;8;15;18;15;99;7;12;339;1783;0;3842
91;54;15;18;15;18;6;11;12;55;287;0;3842
106;54;11;7;11;15;19;6;4;27;140;0;2117
106;54;7;15;11;15;79;3;4;207;1088;0;2117
114;54;15;9;15;11;18;9;4;197;1035;0;2117
114;54;9;11;15;11;91;19;4;254;1339;0;2117
113;54;17;14;17;14;5;15;6;61;320;0;4603
121;54;14;2;14;17;10;3;6;291;1530;0;4603
121;54;2;17;14;17;78;20;6;355;1870;0;4603
97;54;15;14;15;3;6;18;13;48;252;0;5401
97;54;14;3;15;3;98;11;13;144;759;0;5401
106;54;3;2;3;15;15;18;13;202;1062;0;5401
106;54;2;15;3;15;85;9;13;50;261;0;5401
109;54;3;2;3;2;16;3;8;12;65;25;4612
110;54;2;3;2;3;12;4;8;359;1890;0;4612
119;54;17;10;17;15;18;19;8;244;1286;0;8599
119;54;10;15;17;15;85;3;8;340;1790;0;8599
123;54;15;9;15;17;14;13;8;90;474;0;8599
123;54;9;17;15;17;95;14;8;223;1172;0;8599
141;54;15;2;15;18;15;3;8;333;1754;0;4574
141;54;2;18;15;18;83;6;8;98;517;0;4574
143;54;18;15;18;15;19;3;8;175;923;0;4574
131;54;18;7;18;6;18;10;12;168;885;0;6730
131;54;7;6;18;6;86;12;12;240;1262;0;6730
137;54;6;18;6;18;1;13;12;166;872;0;6730
148;54;11;3;11;4;21;1;18;186;979;0;7580
148;54;3;4;11;4;97;1;18;47;246;0;7580
153;54;4;11;4;11;10;7;18;283;1488;0;7580
145;54;14;13;14;13;16;13;8;142;749;0;8920
153;54;13;6;13;14;5;14;8;216;1135;0;8920
153;54;6;14;13;14;81;12;8;13;70;0;8920
168;54;17;19;17;1;8;19;8;220;1158;0;7165
168;54;19;1;17;1;92;4;8;162;853;0;7165
173;54;1;17;1;17;17;20;8;341;1795;35;7165
172;54;6;20;6;8;2;12;20;90;473;0;7358
172;54;20;8;6;8;83;14;20;149;784;77;7358
174;54;8;9;8;6;23;6;20;263;1385;0;7358
174;54;9;6;8;6;99;4;20;250;1314;0;7358
163;54;15;20;15;20;14;8;6;130;684;0;3667
171;54;20;8;20;15;12;16;6;6;34;0;3667
171;54;8;15;20;15;93;15;6;350;1840;0;3667
182;54;7;20;7;13;23;1;2;1;5;0;4432
182;54;20;13;7;13;77;11;2;300;1580;0;4432
173;54;7;17;7;17;19;13;19;99;519;0;3313
180;54;17;7;17;7;5;20;19;352;1854;0;3313
12;55;9;14;9;14;3;10;7;130;682;0;861
22;55;14;9;14;9;5;1;7;371;1950;0;861
34;55;14;3;14;15;2;8;4;379;1996;0;3521
34;55;3;15;14;15;93;12;4;187;983;82;3521
37;55;15;14;15;14;1;3;4;335;1764;0;3521
21;55;15;4;15;4;8;1;20;118;623;0;2756
27;55;4;20;4;15;15;17;20;227;1193;0;2756
27;55;20;15;4;15;77;9;20;57;299;0;2756
40;55;2;19;2;19;17;10;5;238;1254;0;7644
45;55;19;2;19;2;1;8;5;323;1699;0;7644
54;55;16;6;16;9;14;7;18;290;1526;21;3057
54;55;6;9;16;9;93;16;18;106;559;59;3057
57;55;9;16;9;16;12;11;18;92;486;0;3057
45;55;16;13;16;10;8;13;12;65;342;0;1645
45;55;13;10;16;10;91;5;12;371;1954;24;1645
55;55;10;16;10;16;5;20;12;245;1288;0;1645
58;55;6;19;6;19;18;13;1;2;8;0;8685
66;55;19;6;19;6;11;5;1;146;768;0;8685
72;55;7;8;7;9;7;3;8;234;1232;0;4484
72;55;8;9;7;9;87;18;8;37;195;0;4484
74;55;9;7;9;7;18;3;8;66;348;0;4484
87;55;4;10;4;10;6;19;5;10;53;0;3843
92;55;10;15;10;4;7;4;5;250;1318;0;3843
92;55;15;4;10;4;89;17;5;365;1920;0;3843
75;55;12;10;12;10;10;16;10;300;1577;0;2795
78;55;10;6;10;12;2;9;10;168;885;43;2795
78;55;6;12;10;12;92;14;10;251;1319;0;2795
89;55;9;13;9;13;20;8;10;200;1054;0;377
95;55;13;14;13;9;21;14;10;39;204;0;377
95;55;14;9;13;9;91;18;10;351;1846;0;377
107;55;20;13;20;7;1;14;20;210;1106;0;7733
107;55;13;7;20;7;85;10;20;122;640;0;7733
114;55;7;20;7;20;16;9;20;300;1578;0;7733
100;55;13;4;13;11;5;17;9;225;1183;0;4100
100;55;4;11;13;11;91;8;9;226;1189;0;4100
108;55;11;13;11;13;15;8;9;196;1030;0;4100
110;55;6;17;6;17;7;14;20;303;1596;0;3948
119;55;17;6;17;6;14;9;20;301;1586;30;3948
107;55;4;1;4;9;11;15;2;309;1627;0;1959
107;55;1;9;4;9;99;19;2;162;854;0;1959
115;55;9;4;9;4;17;19;2;45;235;0;1959
115;55;4;20;4;20;19;10;9;27;144;0;3801
117;55;20;4;20;4;2;20;9;269;1418;0;3801
115;55;5;18;5;11;8;19;10;94;496;0;2299
115;55;18;11;5;11;89;4;10;113;595;0;2299
121;55;11;6;11;5;11;9;10;81;424;0;2299
121;55;6;5;11;5;88;18;10;95;499;0;2299
135;55;4;19;4;13;16;17;5;26;139;0;1248
135;55;19;13;4;13;78;20;5;20;106;0;1248
136;55;13;8;13;4;5;12;5;35;183;0;1248
136;55;8;4;13;4;81;1;5;308;1619;0;1248
130;55;20;19;20;4;24;18;15;306;1609;0;7891
130;55;19;4;20;4;77;12;15;196;1029;0;7891
132;55;4;20;4;20;9;12;15;44;231;0;7891
139;55;1;8;1;15;20;7;3;27;140;0;2240
139;55;8;15;1;15;75;7;3;365;1919;0;2240
144;55;15;8;15;1;22;8;3;69;364;0;2240
144;55;8;1;15;1;83;16;3;84;443;0;2240
145;55;12;13;12;19;10;1;6;174;917;0;6730
145;55;13;19;12;19;78;20;6;204;1072;0;6730
148;55;19;12;19;12;13;8;6;312;1640;0;6730
155;55;5;1;5;16;25;12;14;145;761;7;1637
155;55;1;16;5;16;84;16;14;33;172;0;1637
160;55;16;14;16;5;24;1;14;218;1148;0;1637
160;55;14;5;16;5;94;15;14;316;1665;0;1637
184;55;2;19;2;19;18;7;3;23;120;0;1566
3;56;17;8;17;14;9;1;18;197;1039;44;7912
3;56;8;14;17;14;78;16;18;124;651;0;7912
8;56;14;17;14;17;3;19;18;317;1671;54;7912
19;56;13;5;13;5;7;2;2;215;1131;0;4402
25;56;5;13;5;13;8;16;2;177;933;0;4402
39;56;18;5;18;14;19;14;4;162;855;0;9877
39;56;5;14;18;14;95;14;4;340;1792;0;9877
43;56;14;18;14;18;13;14;4;157;828;0;9877
45;56;1;4;1;12;2;15;8;316;1663;0;7045
45;56;4;12;1;12;96;3;8;137;723;0;7045
49;56;12;17;12;1;18;1;8;247;1299;0;7045
49;56;17;1;12;1;85;8;8;245;1288;0;7045
55;56;8;19;8;19;18;3;2;118;619;0;6697
57;56;19;16;19;8;16;7;2;302;1589;0;6697
57;56;16;8;19;8;79;10;2;301;1585;0;6697
60;56;17;19;17;19;3;6;7;231;1218;47;6364
69;56;19;17;19;17;16;9;7;214;1127;0;6364
52;56;16;17;16;11;12;2;11;346;1822;0;5620
52;56;17;11;16;11;84;19;11;244;1282;0;5620
57;56;11;16;11;16;13;20;11;23;122;0;5620
57;56;5;1;5;1;2;16;1;20;104;0;9114
67;56;1;19;1;5;11;12;1;164;862;0;9114
67;56;19;5;1;5;83;2;1;89;468;0;9114
80;56;15;20;15;20;9;2;7;192;1008;0;9701
90;56;20;9;20;15;2;1;7;126;665;0;9701
90;56;9;15;20;15;99;3;7;101;533;0;9701
85;56;8;11;8;6;16;18;13;212;1114;0;1722
85;56;11;6;8;6;79;3;13;33;173;0;1722
86;56;6;8;6;8;10;5;13;32;167;10;1722
100;56;7;14;7;10;9;10;1;270;1420;0;6500
100;56;14;10;7;10;97;7;1;202;1061;0;6500
109;56;10;7;10;7;20;8;1;212;1118;0;6500
100;56;19;13;19;13;9;4;12;209;1098;0;9439
105;56;13;1;13;19;25;16;12;40;209;0;9439
105;56;1;19;13;19;75;15;12;338;1778;0;9439
106;56;8;3;8;7;6;13;6;318;1673;0;3501
106;56;3;7;8;7;93;3;6;298;1570;0;3501
109;56;7;8;7;8;12;16;6;187;983;0;3501
120;56;11;15;11;15;12;18;20;274;1441;41;3193
122;56;15;11;15;11;6;4;20;221;1165;0;3193
113;56;7;11;7;11;4;11;17;105;550;0;8120
119;56;11;7;11;7;18;10;17;322;1693;0;8120
126;56;19;1;19;1;12;13;1;244;1283;0;5076
133;56;1;8;1;19;8;15;1;135;709;0;5076
133;56;8;19;1;19;91;8;1;309;1624;0;5076
131;56;8;20;8;20;6;14;18;319;1680;0;573
140;56;20;16;20;8;18;11;18;340;1790;0;573
140;56;16;8;20;8;98;3;18;290;1527;0;573
141;56;10;2;10;9;16;16;20;280;1476;0;9763
141;56;2;9;10;9;94;16;20;41;214;0;9763
142;56;9;4;9;10;11;17;20;337;1773;0;9763
142;56;4;10;9;10;86;1;20;298;1570;29;9763
134;56;19;6;19;18;21;18;15;0;1;0;6928
134;56;6;18;19;18;92;8;15;172;905;0;6928
135;56;18;19;18;19;9;19;15;29;153;0;6928
141;56;17;10;17;18;11;3;3;267;1403;0;6577
141;56;10;18;17;18;76;19;3;264;1392;0;6577
145;56;18;17;18;17;8;20;3;208;1094;0;6577
143;56;20;19;20;19;15;2;14;150;791;0;300
151;56;19;12;19;20;8;19;14;274;1443;0;300
